Date,Australian dollar   (AUD)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Japanese yen   (JPY)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     
1-Jun-2001,0.5064,0.8478,47.05,119.15,3.6725,1.4182,1
4-Jun-2001,0.5085,0.8513,47.02,119.4,3.6725,1.419,1
5-Jun-2001,0.5065,0.8465,,119.3,3.6725,1.4082,1
6-Jun-2001,0.5157,0.8543,47,120.5,3.6725,1.4027,1
7-Jun-2001,0.5159,0.8466,46.98,120.2,3.6725,1.382,1
8-Jun-2001,0.5215,0.8468,46.96,120.2,3.6725,1.3812,1
11-Jun-2001,,0.8494,46.95,121.15,3.6725,1.3848,1
12-Jun-2001,0.5213,0.8474,47.02,121.9,3.6725,1.3747,1
13-Jun-2001,0.5274,0.8542,47.04,122.2,3.6725,1.3773,1
14-Jun-2001,0.527,0.8492,47.05,121.9,3.6725,1.3912,1
15-Jun-2001,0.5236,0.8662,47,121.52,3.6725,1.4087,1
18-Jun-2001,0.5267,0.8581,,122.85,3.6725,1.4025,1
19-Jun-2001,0.5213,0.8563,46.97,123.3,3.6725,1.3969,1
20-Jun-2001,0.5191,0.8513,46.96,123.1,3.6725,1.3952,1
21-Jun-2001,0.5199,0.8552,47,123.85,3.6725,1.4086,1
22-Jun-2001,0.5169,0.8528,47.01,124.3,3.6725,1.4153,1
25-Jun-2001,0.5176,0.8607,46.99,124.2,3.6725,1.4151,1
26-Jun-2001,0.5178,0.8611,47.04,123.6,3.6725,1.4122,1
27-Jun-2001,0.5203,0.8622,47.01,123.95,3.6725,1.4161,1
28-Jun-2001,0.518,0.8511,47.01,124.6,3.6725,1.411,1
29-Jun-2001,0.5075,0.848,47.04,124.05,3.6725,1.4041,1
2-Jul-2001,0.5096,0.8455,47.07,124.7,3.6725,1.4153,1
3-Jul-2001,0.5145,0.8497,47.15,123.95,3.6725,1.4093,1
4-Jul-2001,0.5189,0.8453,47.11,124.5,3.6725,1.4033,1
5-Jul-2001,0.5177,0.8422,47.13,125.4,3.6725,1.4053,1
6-Jul-2001,0.5116,0.8384,47.15,125.75,3.6725,1.4009,1
9-Jul-2001,0.5083,0.8459,47.15,125.55,3.6725,1.4056,1
10-Jul-2001,0.51,0.8545,47.16,125.85,3.6725,1.4096,1
11-Jul-2001,0.51,0.8611,47.16,125.65,3.6725,1.4164,1
12-Jul-2001,0.5057,0.8538,47.18,124.1,3.6725,1.4074,1
13-Jul-2001,0.5062,0.8539,47.16,124.2,3.6725,1.4034,1
16-Jul-2001,0.5093,0.8583,47.16,124.98,3.6725,1.4004,1
17-Jul-2001,0.507,0.8516,47.14,125.45,3.6725,1.3987,1
18-Jul-2001,0.5102,0.863,47.11,125.25,3.6725,1.4089,1
19-Jul-2001,0.5151,0.8723,47.16,124,3.6725,1.4172,1
20-Jul-2001,0.5138,0.8776,47.12,124,3.6725,1.4313,1
23-Jul-2001,0.508,0.8676,47.13,123.55,3.6725,1.4235,1
24-Jul-2001,0.5092,0.8708,47.13,124.35,3.6725,1.4185,1
25-Jul-2001,0.5088,0.8793,47.13,124.35,3.6725,1.4241,1
26-Jul-2001,0.5104,0.8764,47.16,123.5,3.6725,1.43,1
27-Jul-2001,0.5087,0.8768,47.16,123.75,3.6725,1.4256,1
30-Jul-2001,0.5058,0.8751,47.14,124.65,3.6725,1.4243,1
31-Jul-2001,0.5041,0.8755,47.16,124.8,3.6725,1.4257,1
1-Aug-2001,0.511,0.8817,47.13,124.8,3.6725,1.4313,1
2-Aug-2001,0.5188,0.8788,47.12,124.4,3.6725,1.4343,1
3-Aug-2001,0.5178,0.8806,47.1,123.95,3.6725,1.4294,1
6-Aug-2001,,0.8805,47.12,123.96,3.6725,1.4241,1
7-Aug-2001,0.516,0.8768,47.11,123.9,3.6725,1.4159,1
8-Aug-2001,0.5162,0.8763,,123.5,3.6725,1.4152,1
9-Aug-2001,0.5165,0.8853,47.14,123.5,3.6725,1.4207,1
10-Aug-2001,0.5156,0.8936,47.12,122.15,3.6725,1.4251,1
13-Aug-2001,0.5168,0.8991,47.12,122.05,3.6725,1.4234,1
14-Aug-2001,0.5165,0.8968,47.12,123,3.6725,1.4204,1
15-Aug-2001,0.5237,0.9114,,121.45,3.6725,1.4366,1
16-Aug-2001,0.5291,0.9144,47.12,119.85,3.6725,1.4481,1
17-Aug-2001,0.5244,0.9138,47.13,120.25,3.6725,1.4446,1
20-Aug-2001,0.5353,0.9149,47.13,120.45,3.6725,1.4444,1
21-Aug-2001,0.5343,0.9128,,120.83,3.6725,1.4493,1
22-Aug-2001,0.5372,0.9216,,119.8,3.6725,1.4567,1
23-Aug-2001,0.5356,0.9112,47.12,120.45,3.6725,1.4447,1
24-Aug-2001,0.5345,0.9108,47.12,119.7,3.6725,1.4414,1
27-Aug-2001,0.531,0.909,47.13,120.23,3.6725,,1
28-Aug-2001,0.5265,0.9042,47.15,120.25,3.6725,1.4385,1
29-Aug-2001,0.531,0.9122,47.13,119.9,3.6725,1.4567,1
30-Aug-2001,0.5303,0.9095,47.14,119.65,3.6725,1.4535,1
31-Aug-2001,0.5342,0.9158,47.15,118.95,3.6725,1.46,1
3-Sep-2001,0.5268,0.9072,47.13,119.15,3.6725,1.455,1
4-Sep-2001,0.5248,0.897,47.16,118.9,3.6725,1.4481,1
5-Sep-2001,0.5189,0.8891,47.16,119.75,3.6725,1.4467,1
6-Sep-2001,0.5206,0.8855,47.16,121.3,3.6725,1.4524,1
7-Sep-2001,0.5178,0.8952,47.22,121,3.6725,1.4537,1
10-Sep-2001,0.5141,0.9047,47.28,120.05,3.6725,1.4662,1
11-Sep-2001,0.5145,0.8964,47.45,121.6,3.6725,1.4565,1
12-Sep-2001,0.5206,0.9052,47.43,119.35,3.6725,1.4658,1
13-Sep-2001,0.517,0.906,47.54,119.7,3.6725,1.4672,1
14-Sep-2001,0.5151,0.9219,47.7,119,3.6725,1.4737,1
17-Sep-2001,0.5123,0.9269,48.18,117.85,3.6725,1.4708,1
18-Sep-2001,0.4955,0.9256,48.02,117.85,3.6725,1.4677,1
19-Sep-2001,0.4905,0.9258,47.96,117.95,3.6725,1.4644,1
20-Sep-2001,0.4933,0.9259,48.06,117.53,3.6725,1.466,1
21-Sep-2001,0.491,0.92,48.01,117.2,3.6725,1.4559,1
24-Sep-2001,0.4878,0.9164,47.93,,3.6725,1.4601,1
25-Sep-2001,0.4925,0.9176,47.9,117.3,3.6725,1.4625,1
26-Sep-2001,0.4932,0.9219,47.88,117.3,3.6725,1.4755,1
27-Sep-2001,0.4865,0.9205,47.89,118.45,3.6725,1.4745,1
28-Sep-2001,0.4923,0.9131,47.86,119.3,3.6725,1.4702,1
1-Oct-2001,,0.9125,47.93,119.75,3.6725,1.4783,1
2-Oct-2001,0.4944,0.9189,,120.25,3.6725,1.4781,1
3-Oct-2001,0.4981,0.9209,47.96,120.9,3.6725,1.4698,1
4-Oct-2001,0.499,0.9117,47.96,120.35,3.6725,1.4727,1
5-Oct-2001,0.5017,0.9174,47.99,120.5,3.6725,1.4785,1
8-Oct-2001,0.506,0.9214,48.17,,3.6725,1.4734,1
9-Oct-2001,0.5069,0.9193,48.16,120,3.6725,1.4696,1
10-Oct-2001,0.5016,0.9136,48.06,120.5,3.6725,1.4504,1
11-Oct-2001,0.4978,0.9062,48.03,120.25,3.6725,1.4507,1
12-Oct-2001,0.5014,0.904,48.04,121.33,3.6725,1.4465,1
15-Oct-2001,0.5164,0.9097,48.01,121.05,3.6725,1.4506,1
16-Oct-2001,0.5133,0.9052,48.04,120.75,3.6725,1.4439,1
17-Oct-2001,0.5158,0.9022,47.99,121.6,3.6725,1.4461,1
18-Oct-2001,0.5089,0.9026,48.01,121,3.6725,1.4426,1
19-Oct-2001,0.5064,0.9009,48.04,121.2,3.6725,1.4414,1
22-Oct-2001,0.5095,0.8969,48.03,121.45,3.6725,1.4316,1
23-Oct-2001,0.5099,0.8887,48.01,122.65,3.6725,1.4209,1
24-Oct-2001,0.5066,0.8917,48.02,122.58,3.6725,1.426,1
25-Oct-2001,0.5086,0.8889,48.05,123.1,3.6725,1.4257,1
26-Oct-2001,0.5034,0.8911,,122.68,3.6725,1.431,1
29-Oct-2001,0.5014,0.9005,47.98,122.53,3.6725,1.4484,1
30-Oct-2001,0.5069,0.9064,47.98,121.95,3.6725,1.454,1
31-Oct-2001,0.5053,0.9042,47.97,121.82,3.6725,1.4556,1
1-Nov-2001,0.5057,0.9097,48,122.33,3.6725,1.4648,1
2-Nov-2001,,0.9056,47.99,121.83,3.6725,1.4644,1
5-Nov-2001,0.5085,0.8961,47.98,121.73,3.6725,1.4515,1
6-Nov-2001,0.5106,0.8961,47.97,121.55,3.6725,1.4575,1
7-Nov-2001,0.5138,0.9014,47.98,120.83,3.6725,1.4656,1
8-Nov-2001,0.516,0.8972,48.01,120.95,3.6725,1.4629,1
9-Nov-2001,,0.893,48.03,120.35,3.6725,1.4491,1
11-Nov-2001,,,,,,,1
12-Nov-2001,0.5184,0.8919,47.99,120.45,3.6725,1.4543,1
13-Nov-2001,0.5203,0.8842,48.02,120.85,3.6725,1.4477,1
14-Nov-2001,0.5218,0.8803,,121.55,3.6725,1.438,1
15-Nov-2001,0.5178,0.8825,48.02,122.2,3.6725,1.436,1
16-Nov-2001,0.5194,0.8845,,122.4,3.6725,1.4314,1
19-Nov-2001,0.5222,0.8793,47.97,123,3.6725,1.421,1
20-Nov-2001,0.5204,0.8824,47.97,123.05,3.6725,1.4193,1
21-Nov-2001,0.5172,0.8791,47.97,123.3,3.6725,1.4205,1
22-Nov-2001,0.5166,0.8778,48.02,123.2,3.6725,1.4134,1
23-Nov-2001,0.5181,0.8795,48.04,,3.6725,1.414,1
26-Nov-2001,0.5172,0.8818,48.02,124.1,3.6725,1.4183,1
27-Nov-2001,0.5204,0.8788,47.98,124.28,3.6725,1.4089,1
28-Nov-2001,0.5227,0.8831,48,123.55,3.6725,1.4159,1
29-Nov-2001,0.5213,0.8887,47.99,123.02,3.6725,1.4262,1
30-Nov-2001,0.52,0.8898,,123.95,3.6725,1.4255,1
3-Dec-2001,0.5216,0.8925,47.93,123.7,3.6725,1.4212,1
4-Dec-2001,0.516,0.8902,47.94,124.25,3.6725,1.4234,1
5-Dec-2001,0.5147,0.8919,47.91,124.2,3.6725,1.4228,1
6-Dec-2001,0.517,0.8889,47.91,124.7,3.6725,1.4158,1
7-Dec-2001,,0.8911,47.84,124.93,3.6725,1.4269,1
10-Dec-2001,0.5158,0.885,47.82,125.75,3.6725,1.4304,1
11-Dec-2001,0.5147,0.8908,47.82,125.95,3.6725,1.4327,1
12-Dec-2001,0.5188,0.8938,47.81,125.88,3.6725,1.4424,1
13-Dec-2001,0.5195,0.8975,47.88,126.1,3.6725,1.4451,1
14-Dec-2001,0.518,0.9016,47.87,127.35,3.6725,1.4521,1
17-Dec-2001,0.5179,0.9049,,127.8,3.6725,1.458,1
18-Dec-2001,0.5178,0.9012,47.81,128.25,3.6725,1.4547,1
19-Dec-2001,0.5147,0.8983,47.79,128.2,3.6725,1.4473,1
20-Dec-2001,0.5101,0.8973,47.78,128.7,3.6725,1.4447,1
21-Dec-2001,0.5066,0.8943,47.83,129.35,3.6725,1.449,1
24-Dec-2001,0.5091,0.8798,,,3.6725,1.4336,1
25-Dec-2001,,,,130.8,3.6725,,1
26-Dec-2001,,,,130.8,3.6725,,1
27-Dec-2001,0.508,0.8823,48.13,131.3,3.6725,1.4465,1
28-Dec-2001,0.5076,0.8813,48.34,131.8,3.6725,1.4489,1
31-Dec-2001,,,48.18,,3.6725,1.4504,1
1-Jan-2002,,,,,,,1
2-Jan-2002,0.511,0.9038,48.31,,3.6725,1.451,1
3-Jan-2002,0.5163,0.9036,48.25,,3.6725,1.445,1
4-Jan-2002,0.5161,0.8954,48.3,131.1,3.6725,1.4383,1
7-Jan-2002,0.5189,0.8905,48.25,130.8,3.6725,1.4348,1
8-Jan-2002,0.5185,0.8909,48.29,131.88,3.6725,1.4399,1
9-Jan-2002,0.5233,0.8921,48.29,132.98,3.6725,1.4413,1
10-Jan-2002,0.5237,0.8909,48.37,132.15,3.6725,1.4443,1
11-Jan-2002,0.5216,0.8919,48.41,132.35,3.6725,1.4426,1
14-Jan-2002,0.5183,0.8927,48.39,,3.6725,1.4496,1
15-Jan-2002,0.5182,0.8922,48.29,131.7,3.6725,1.4462,1
16-Jan-2002,0.5163,0.8817,48.31,131.35,3.6725,1.436,1
17-Jan-2002,0.5124,0.8819,48.3,132.1,3.6725,1.4344,1
18-Jan-2002,0.515,0.881,48.29,132.9,3.6725,1.4358,1
21-Jan-2002,0.5156,0.884,48.24,132.3,3.6725,1.4356,1
22-Jan-2002,0.5191,0.883,48.28,133.15,3.6725,1.4277,1
23-Jan-2002,0.5212,0.8856,48.27,133.95,3.6725,1.429,1
24-Jan-2002,0.5179,0.8767,,134.45,3.6725,1.4227,1
25-Jan-2002,0.5194,0.8663,48.36,134.8,3.6725,1.4125,1
28-Jan-2002,,0.8578,48.34,133.82,3.6725,1.4056,1
29-Jan-2002,0.5143,0.8624,48.37,133.2,3.6725,1.4105,1
30-Jan-2002,0.5093,0.8642,48.56,132.75,3.6725,1.4163,1
31-Jan-2002,0.5078,0.8637,48.58,132.9,3.6725,1.4131,1
1-Feb-2002,0.5068,0.8632,48.53,134.3,3.6725,1.4112,1
4-Feb-2002,0.5097,0.8644,48.55,133.4,3.6725,1.4163,1
5-Feb-2002,0.5115,0.8683,48.7,132.2,3.6725,1.4219,1
6-Feb-2002,0.5091,0.8664,48.69,133.8,3.6725,1.4149,1
7-Feb-2002,0.5086,0.8664,48.71,133.95,3.6725,1.41,1
8-Feb-2002,0.5111,0.874,48.67,134.05,3.6725,1.4165,1
11-Feb-2002,0.5125,0.8794,48.71,,3.6725,1.4223,1
12-Feb-2002,0.512,0.8753,48.71,133.3,3.6725,1.426,1
13-Feb-2002,0.5089,0.8731,48.68,133.15,3.6725,1.4329,1
14-Feb-2002,0.5138,0.8693,48.71,132.45,3.6725,1.4261,1
15-Feb-2002,0.5152,0.8705,48.71,132.75,3.6725,1.4277,1
18-Feb-2002,0.5179,0.8715,48.67,132.65,3.6725,1.4284,1
19-Feb-2002,0.5178,0.8692,48.66,133.43,3.6725,1.4243,1
20-Feb-2002,0.5183,0.8743,48.63,133.25,3.6725,1.4309,1
21-Feb-2002,0.5156,0.8701,48.63,133.9,3.6725,1.4263,1
22-Feb-2002,0.5138,0.8747,48.71,134.15,3.6725,1.4259,1
25-Feb-2002,0.5134,0.8724,48.85,133.95,3.6725,1.4292,1
26-Feb-2002,0.5147,0.8682,48.77,133.82,3.6725,1.425,1
27-Feb-2002,0.5138,0.8649,48.73,134.45,3.6725,1.4174,1
28-Feb-2002,0.5164,0.8651,48.81,133.9,3.6725,1.4168,1
1-Mar-2002,0.5177,0.8679,48.75,133.55,3.6725,1.421,1
4-Mar-2002,0.52,0.8649,48.7,132.75,3.6725,1.4164,1
5-Mar-2002,0.5204,0.8682,48.7,132.35,3.6725,1.42,1
6-Mar-2002,0.5194,0.8712,48.7,132.05,3.6725,1.4217,1
7-Mar-2002,0.5238,0.8764,48.72,129.95,3.6725,1.4222,1
8-Mar-2002,0.5244,0.8797,48.75,127.65,3.6725,1.4244,1
11-Mar-2002,0.5211,0.8741,48.73,128.95,3.6725,1.4202,1
12-Mar-2002,0.5216,0.8733,,128.6,3.6725,1.4152,1
13-Mar-2002,0.5197,0.8734,48.75,129.3,3.6725,1.4117,1
14-Mar-2002,0.5201,0.8803,48.72,128.85,3.6725,1.4182,1
15-Mar-2002,0.5234,0.8853,48.71,129.25,3.6725,1.4246,1
18-Mar-2002,0.5254,0.8792,48.71,130.45,3.6725,1.4232,1
19-Mar-2002,0.5239,0.8829,48.73,131.15,3.6725,1.4281,1
20-Mar-2002,0.5273,0.8814,48.73,132.26,3.6725,1.4223,1
21-Mar-2002,0.53,0.8817,48.75,,3.6725,1.4319,1
22-Mar-2002,0.5305,0.8795,48.77,132.35,3.6725,1.4273,1
25-Mar-2002,0.5299,0.8759,,132.75,3.6725,1.4265,1
26-Mar-2002,0.529,0.8737,48.76,133.1,3.6725,1.4249,1
27-Mar-2002,0.5275,0.8746,48.83,132.8,3.6725,1.4247,1
28-Mar-2002,0.5316,0.8724,48.8,132.6,3.6725,1.4232,1
29-Mar-2002,,,,133.2,3.6725,,1
1-Apr-2002,,,,133.25,3.6725,,1
2-Apr-2002,0.5327,0.8786,48.8,133.4,3.6725,1.4373,1
3-Apr-2002,0.5301,0.8803,48.88,132.7,3.6725,1.4359,1
4-Apr-2002,0.5309,0.8818,48.88,132.45,3.6725,1.4371,1
5-Apr-2002,0.5308,0.8786,48.85,132.3,3.6725,1.4343,1
8-Apr-2002,0.5284,0.8778,48.85,131.45,3.6725,1.4349,1
9-Apr-2002,0.5288,0.8763,48.94,131.75,3.6725,1.4322,1
10-Apr-2002,0.5309,0.8798,48.9,130.3,3.6725,1.4374,1
11-Apr-2002,0.5344,0.8794,48.91,131.45,3.6725,1.4343,1
12-Apr-2002,0.5358,0.8803,48.92,132.1,3.6725,1.4368,1
15-Apr-2002,0.5337,0.8802,48.92,131.65,3.6725,1.4374,1
16-Apr-2002,0.5313,0.8803,48.92,131.45,3.6725,1.4364,1
17-Apr-2002,0.5339,0.888,48.95,131.05,3.6725,1.4444,1
18-Apr-2002,0.5376,0.8895,48.92,130.62,3.6725,1.4443,1
19-Apr-2002,0.5403,0.8886,48.89,130.1,3.6725,1.4479,1
22-Apr-2002,0.5409,0.8882,48.91,130.12,3.6725,1.4464,1
23-Apr-2002,0.5405,0.8872,48.96,129.88,3.6725,1.4486,1
24-Apr-2002,0.5387,0.8892,49.05,130.23,3.6725,1.4475,1
25-Apr-2002,,0.8969,,129.5,3.6725,1.4522,1
26-Apr-2002,0.5447,0.8971,48.99,128.77,3.6725,1.4519,1
29-Apr-2002,0.5438,0.9038,48.98,,3.6725,1.4606,1
30-Apr-2002,0.5397,0.9008,48.97,128,3.6725,1.4568,1
1-May-2002,0.5389,,,128.55,3.6725,1.4578,1
2-May-2002,0.5393,0.9032,48.96,127.1,3.6725,1.4621,1
3-May-2002,0.5356,0.9083,48.98,,3.6725,1.4631,1
6-May-2002,0.5394,0.9144,48.98,,3.6725,,1
7-May-2002,0.5426,0.9125,48.96,126.92,3.6725,1.4658,1
8-May-2002,0.5428,0.9088,48.97,128.18,3.6725,1.4616,1
9-May-2002,0.5408,0.9061,48.96,128.63,3.6725,1.4575,1
10-May-2002,0.5428,0.9118,48.98,128.6,3.6725,1.4622,1
13-May-2002,0.5471,0.9118,49.02,127.3,3.6725,1.4629,1
14-May-2002,0.5468,0.9062,49.02,128.25,3.6725,1.4513,1
15-May-2002,0.5471,0.903,49.02,128.4,3.6725,1.4492,1
16-May-2002,0.5482,0.9124,49.06,127.7,3.6725,1.4563,1
17-May-2002,0.5479,0.9152,49.01,127.65,3.6725,1.4562,1
20-May-2002,0.5517,0.9202,49.04,125.8,3.6725,1.46,1
21-May-2002,0.5549,0.9213,49.02,125.9,3.6725,1.4578,1
22-May-2002,0.5578,0.926,48.98,125,3.6725,1.461,1
23-May-2002,0.5569,0.9213,49.03,124.3,3.6725,1.459,1
24-May-2002,0.5539,0.9188,49.01,125.05,3.6725,1.4528,1
27-May-2002,0.5574,0.919,48.98,124.8,3.6725,1.4551,1
28-May-2002,0.5576,0.9255,48.99,124.75,3.6725,1.46,1
29-May-2002,0.5628,0.932,48.99,124.64,3.6725,1.4611,1
30-May-2002,,0.9375,49.01,124.25,3.6725,1.465,1
31-May-2002,0.5674,0.9387,49.03,124.4,3.6725,1.4667,1
3-Jun-2002,0.5674,0.9313,49.02,124.35,3.6725,,1
4-Jun-2002,0.5753,0.9435,,123.6,3.6725,,1
5-Jun-2002,0.5727,0.9371,49.04,124.05,3.6725,1.4585,1
6-Jun-2002,0.5723,0.9386,49.03,124.95,3.6725,1.4564,1
7-Jun-2002,0.5734,0.9452,49.02,124.4,3.6725,1.4601,1
10-Jun-2002,,0.9459,49.01,124.85,3.6725,1.4617,1
11-Jun-2002,0.5693,0.9417,48.98,124.6,3.6725,1.4657,1
12-Jun-2002,0.5703,0.9452,48.98,125.45,3.6725,1.472,1
13-Jun-2002,,0.9417,,125.75,3.6725,1.4699,1
14-Jun-2002,0.5674,0.9478,49.03,124.8,3.6725,1.4775,1
17-Jun-2002,0.5598,0.9426,49,124.3,3.6725,1.4775,1
18-Jun-2002,0.5591,0.9484,48.99,124.35,3.6725,1.4828,1
19-Jun-2002,0.5655,0.9561,48.96,124.25,3.6725,1.493,1
20-Jun-2002,0.5677,0.9592,48.91,124,3.6725,1.4934,1
21-Jun-2002,0.5738,0.9636,48.92,123.4,3.6725,1.4958,1
24-Jun-2002,0.5766,0.9781,48.91,122.7,3.6725,1.5053,1
25-Jun-2002,0.5718,0.9712,48.9,121.6,3.6725,1.5034,1
26-Jun-2002,0.5767,0.9917,48.88,121,3.6725,1.5263,1
27-Jun-2002,0.5653,0.9824,48.85,120.1,3.6725,1.5192,1
28-Jun-2002,0.5648,0.9975,48.87,119.45,3.6725,1.537,1
1-Jul-2002,0.5608,0.9913,48.84,119.5,3.6725,1.5309,1
2-Jul-2002,0.5605,0.9838,48.83,120,3.6725,1.5281,1
3-Jul-2002,0.5613,0.978,48.81,120.15,3.6725,1.5251,1
4-Jul-2002,0.5574,0.979,48.79,120.25,3.6725,1.5254,1
5-Jul-2002,0.556,0.9725,48.82,120.4,3.6725,1.5177,1
8-Jul-2002,0.5626,0.9828,48.82,119.2,3.6725,1.5316,1
9-Jul-2002,0.5646,0.993,48.82,118.75,3.6725,1.5437,1
10-Jul-2002,0.5692,0.9898,48.78,118.18,3.6725,1.5521,1
11-Jul-2002,0.564,0.9836,48.81,117.7,3.6725,1.5436,1
12-Jul-2002,0.558,0.9873,48.77,116.9,3.6725,1.5486,1
15-Jul-2002,0.5607,1.0024,48.83,116.3,3.6725,1.5582,1
16-Jul-2002,0.5629,1.0127,48.82,116.25,3.6725,1.5735,1
17-Jul-2002,0.5557,1.0064,48.78,115.95,3.6725,1.5645,1
18-Jul-2002,0.5517,1.0058,48.78,116.58,3.6725,1.5645,1
19-Jul-2002,0.5573,1.0146,48.74,115.9,3.6725,1.577,1
22-Jul-2002,0.555,1.0086,48.7,116.15,3.6725,1.5741,1
23-Jul-2002,0.5423,0.991,48.7,116.95,3.6725,1.5648,1
24-Jul-2002,0.5404,0.9915,48.67,117.5,3.6725,1.5668,1
25-Jul-2002,0.5424,1.0014,48.68,116.35,3.6725,1.5714,1
26-Jul-2002,0.539,1.0008,48.67,117.4,3.6725,1.5802,1
29-Jul-2002,0.5371,0.9821,48.7,119.18,3.6725,1.5631,1
30-Jul-2002,0.5435,0.9835,48.73,120.12,3.6725,1.5626,1
31-Jul-2002,0.5478,0.9783,48.68,119.85,3.6725,1.5654,1
1-Aug-2002,0.5406,0.976,48.67,119.75,3.6725,1.5515,1
2-Aug-2002,0.5408,0.9873,48.65,118.95,3.6725,1.5706,1
5-Aug-2002,,0.9836,48.64,118.8,3.6725,1.5629,1
6-Aug-2002,0.5262,0.9689,48.68,119.8,3.6725,1.5427,1
7-Aug-2002,0.5301,0.9698,48.69,120.85,3.6725,1.5349,1
8-Aug-2002,0.5368,0.9687,48.66,120.15,3.6725,1.5259,1
9-Aug-2002,0.5338,0.9729,48.67,121.05,3.6725,1.5287,1
12-Aug-2002,0.5392,0.978,48.62,119.9,3.6725,1.5252,1
13-Aug-2002,0.5399,0.9799,48.62,118.9,3.6725,1.5313,1
14-Aug-2002,0.5412,0.9857,48.6,117.05,3.6725,1.545,1
15-Aug-2002,0.5392,0.9777,,117.55,3.6725,1.5312,1
16-Aug-2002,0.5457,0.9825,48.58,117.6,3.6725,1.5337,1
18-Aug-2002,,,,,,,1
19-Aug-2002,0.5443,0.9799,48.56,117.9,3.6725,1.538,1
20-Aug-2002,0.5438,0.9792,48.57,119,3.6725,1.5238,1
21-Aug-2002,0.5468,0.9762,48.54,118.1,3.6725,1.5264,1
22-Aug-2002,0.5435,0.977,48.54,119,3.6725,1.5281,1
23-Aug-2002,0.5411,0.9697,48.52,120.05,3.6725,1.5188,1
26-Aug-2002,0.5436,0.9701,48.52,119.68,3.6725,1.5238,1
27-Aug-2002,0.5516,0.9774,48.5,118.85,3.6725,1.526,1
28-Aug-2002,0.5527,0.9826,48.48,118.4,3.6725,1.5327,1
29-Aug-2002,0.5514,0.9843,48.5,118.85,3.6725,1.5417,1
30-Aug-2002,0.5532,0.9833,48.51,117.95,3.6725,1.5527,1
2-Sep-2002,0.5486,0.9821,48.48,118.7,3.6725,1.5487,1
3-Sep-2002,,0.991,48.47,117.95,3.6725,1.5587,1
4-Sep-2002,0.5433,0.9947,48.45,117.3,3.6725,1.5629,1
5-Sep-2002,0.5434,0.9975,48.47,118.05,3.6725,1.5698,1
6-Sep-2002,0.5445,0.9918,48.53,118.55,3.6725,1.5676,1
9-Sep-2002,0.5481,0.9794,48.52,118.55,3.6725,1.5597,1
10-Sep-2002,0.55,0.976,,118.55,3.6725,1.5518,1
11-Sep-2002,,0.9749,,119.8,3.6725,1.556,1
12-Sep-2002,0.5521,0.9757,48.47,120.18,3.6725,1.5535,1
13-Sep-2002,0.5515,0.981,48.45,119.77,3.6725,1.5618,1
16-Sep-2002,0.5487,0.9683,48.4,,3.6725,1.5418,1
17-Sep-2002,0.5492,0.9649,48.41,122.75,3.6725,1.5306,1
18-Sep-2002,0.5465,0.9725,48.41,121.95,3.6725,1.5384,1
19-Sep-2002,0.5501,0.9814,48.42,121.7,3.6725,1.5527,1
20-Sep-2002,0.5487,0.979,48.45,122.7,3.6725,1.5496,1
23-Sep-2002,0.5464,0.9831,48.42,,3.6725,1.557,1
24-Sep-2002,0.5422,0.9828,48.41,123.65,3.6725,1.5541,1
25-Sep-2002,0.5459,0.9771,48.41,122.55,3.6725,1.5585,1
26-Sep-2002,0.5436,0.9796,48.39,122.9,3.6725,1.5608,1
27-Sep-2002,0.5444,0.9779,48.38,122.35,3.6725,1.5553,1
30-Sep-2002,0.5435,0.986,,121.55,3.6725,1.5637,1
1-Oct-2002,0.5415,0.9861,48.36,122.1,3.6725,1.5729,1
2-Oct-2002,0.5422,0.9835,,122.95,3.6725,1.5655,1
3-Oct-2002,0.5441,0.989,48.36,122.85,3.6725,1.57,1
4-Oct-2002,0.5463,0.9865,48.36,122.85,3.6725,1.5681,1
7-Oct-2002,,0.9808,48.36,123.78,3.6725,1.5629,1
8-Oct-2002,0.549,0.98,48.37,124.25,3.6725,1.5648,1
9-Oct-2002,0.5467,0.9814,48.34,123.9,3.6725,1.5523,1
10-Oct-2002,0.5471,0.9875,48.34,123.48,3.6725,1.5643,1
11-Oct-2002,0.5474,0.9857,48.33,124,3.6725,1.562,1
14-Oct-2002,0.5465,,48.33,,3.6725,1.5615,1
15-Oct-2002,0.546,0.981,,124.35,3.6725,1.554,1
16-Oct-2002,,0.9823,48.34,124.75,3.6725,1.5546,1
17-Oct-2002,0.549,0.9763,48.39,124.35,3.6725,1.5541,1
18-Oct-2002,0.5504,0.9735,48.41,125.2,3.6725,1.5475,1
21-Oct-2002,0.5538,0.9748,48.36,124.95,3.6725,1.5476,1
22-Oct-2002,0.5542,0.9768,48.36,125.2,3.6725,1.5455,1
23-Oct-2002,0.5528,0.9775,,124.3,3.6725,1.5464,1
24-Oct-2002,0.5533,0.9738,,124.05,3.6725,1.5457,1
25-Oct-2002,0.555,0.9763,,124,3.6725,1.5529,1
28-Oct-2002,0.5556,0.9745,48.39,124.8,3.6725,1.5476,1
29-Oct-2002,0.559,0.982,48.45,123.55,3.6725,1.559,1
